CP,LIBELLE,INSEE
"34001","MONTPELLIER CEDEX 1","34172"
"34002","MONTPELLIER CEDEX 1","34172"
"34003","MONTPELLIER CEDEX 1","34172"
"34004","MONTPELLIER CEDEX 1","34172"
"34005","MONTPELLIER CEDEX 1","34172"
"34006","MONTPELLIER CEDEX 1","34172"
"34007","MONTPELLIER CEDEX 1","34172"
"34008","MONTPELLIER CEDEX 1","34172"
"34009","MONTPELLIER CEDEX 1","34172"
"34010","MONTPELLIER CEDEX 1","26332"
"34010","MONTPELLIER CEDEX 1","34172"
"34010","MONTPELLIER CEDEX 1","34239"
"34011","MONTPELLIER CEDEX 1","34172"
"34012","MONTPELLIER CEDEX 1","34172"
"34023","MONTPELLIER CEDEX 1","34172"
"34024","MONTPELLIER CEDEX 1","34172"
"34025","MONTPELLIER CEDEX 1","34172"
"34026","MONTPELLIER CEDEX 1","34172"
"34027","MONTPELLIER CEDEX 1","34172"
"34030","MONTPELLIER CEDEX 1","34172"
"34032","MONTPELLIER CEDEX 1","34172"
"34033","MONTPELLIER CEDEX 1","34172"
"34034","MONTPELLIER CEDEX 01","34172"
"34034","MONTPELLIER CEDEX 1","34172"
"34034","MONTPELLIER CEDEX 1","34259"
"34035","MONTPELLIER CEDEX 1","34172"
"34036","MONTPELLIER CEDEX 1","34172"
"34037","MONTPELLIER CEDEX 1","34172"
"34040","MONTPELLIER CEDEX 1","34172"
"34041","MONTPELLIER CEDEX 1","34172"
"34042","MONTPELLIER CEDEX 1","34172"
"34043","MONTPELLIER CEDEX 1","34172"
"34045","MONTPELLIER CEDEX 1","34172"
"34047","MONTPELLIER CEDEX 1","34172"
"34048","MONTPELLIER CEDEX 1","34172"
"34050","MONTPELLIER CEDEX 1","34172"
"34050","MONTPELLIER CEDEX 1","34270"
"34053","MONTPELLIER CEDEX 1","34172"
"34054","MONTPELLIER CEDEX 1","34172"
"34055","MONTPELLIER CEDEX 1","34172"
"34056","MONTPELLIER CEDEX 1","34172"
"34057","MONTPELLIER CEDEX 1","34172"
"34058","MONTPELLIER CEDEX 1","34172"
"34059","MONTPELLIER CEDEX 1","34172"
"34060","MONTPELLIER CEDEX 2","34172"
"34061","MONTPELLIER CEDEX 2","34172"
"34062","MONTPELLIER CEDEX 2","34172"
"34063","MONTPELLIER CEDEX 2","34172"
"34064","MONTPELLIER CEDEX 2","34172"
"34065","MONTPELLIER CEDEX 2","34172"
"34067","MONTPELLIER CEDEX 2","34172"
"34068","MONTPELLIER CEDEX 2","34172"
"34070","MONTPELLIER","34172"
"34071","MONTPELLIER CEDEX 3","34172"
"34072","MONTPELLIER CEDEX 3","34172"
"34072","MONTPELLIER CEDEX 3","34270"
"34073","MONTPELLIER CEDEX 3","34172"
"34074","MONTPELLIER CEDEX 3","34172"
"34075","MONTPELLIER CEDEX 3","34172"
"34076","MONTPELLIER CEDEX 3","34172"
"34077","MONTPELLIER CEDEX 3","34172"
"34078","MONTPELLIER CEDEX 3","34172"
"34080","MONTPELLIER","34172"
"34081","MONTPELLIER CEDEX 4","34172"
"34083","MONTPELLIER CEDEX 4","34172"
"34085","MONTPELLIER CEDEX 4","34172"
"34086","MONTPELLIER CEDEX 4","34172"
"34087","MONTPELLIER CEDEX 4","34172"
"34088","MONTPELLIER CEDEX 4","34172"
"34090","MONTPELLIER","34172"
"34091","MONTPELLIER CEDEX 5","34172"
"34092","MONTPELLIER CEDEX 5","34172"
"34093","MONTPELLIER CEDEX 5","34172"
"34094","MONTPELLIER CEDEX 5","34172"
"34095","MONTPELLIER CEDEX 5","34172"
"34096","MONTPELLIER CEDEX 5","34172"
"34097","MONTPELLIER CEDEX 5","34172"
"34098","MONTPELLIER CEDEX 5","34172"
"34099","MONTPELLIER CEDEX 5","34172"
"34111","FRONTIGNAN CEDEX","34108"
"34112","FRONTIGNAN CEDEX","34108"
"34113","FRONTIGNAN CEDEX","34108"
"34115","FRONTIGNAN CEDEX","34108"
"34117","FRONTIGNAN CEDEX","34108"
"34118","FRONTIGNAN CEDEX","34108"
"34118","FRONTIGNAN CEDEX","34333"
"34131","MAUGUIO CEDEX","34050"
"34131","MAUGUIO CEDEX","34154"
"34131","MAUGUIO CEDEX","34240"
"34132","MAUGUIO CEDEX","34154"
"34134","MAUGUIO CEDEX","34154"
"34135","MAUGUIO CEDEX","34154"
"34137","MAUGUIO CEDEX","34154"
"34137","MAUGUIO CEDEX","34172"
"34138","MAUGUIO CEDEX","34240"
"34160","CASTRIES","34058"
"34171","CASTELNAU LE LEZ CEDEX","34057"
"34172","CASTELNAU LE LEZ CEDEX","34022"
"34172","CASTELNAU LE LEZ CEDEX","34057"
"34173","CASTELNAU LE LEZ CEDEX","34057"
"34174","CASTELNAU LE LEZ CEDEX","34057"
"34174","CASTELNAU LE LEZ CEDEX","34090"
"34178","CASTELNAU LE LEZ CEDEX","34057"
"34178","CASTELNAU LE LEZ CEDEX","34077"
"34178","CASTELNAU LE LEZ CEDEX","34120"
"34178","CASTELNAU LE LEZ CEDEX","34172"
"34181","MONTPELLIER CEDEX 4","34172"
"34183","MONTPELLIER CEDEX 4","34172"
"34184","MONTPELLIER CEDEX 4","34116"
"34184","MONTPELLIER CEDEX 4","34172"
"34186","MONTPELLIER CEDEX 4","34172"
"34187","MONTPELLIER CEDEX 4","34172"
"34192","MONTPELLIER CEDEX 5","34172"
"34193","MONTPELLIER CEDEX 5","34172"
"34194","MONTPELLIER CEDEX 5","34172"
"34195","MONTPELLIER CEDEX 5","34172"
"34196","MONTPELLIER CEDEX 5","34172"
"34197","MONTPELLIER CEDEX 5","34172"
"34198","MONTPELLIER CEDEX 5","34172"
"34199","MONTPELLIER CEDEX 5","34172"
"34201","SETE CEDEX","34301"
"34202","SETE CEDEX","34301"
"34203","SETE CEDEX","34301"
"34204","SETE CEDEX","34301"
"34207","SETE CEDEX","34301"
"34261","MONTPELLIER CEDEX 2","34172"
"34262","MONTPELLIER CEDEX 2","34172"
"34264","MONTPELLIER CEDEX 2","34172"
"34265","MONTPELLIER CEDEX 2","34172"
"34267","MONTPELLIER CEDEX 2","34172"
"34276","MONTPELLIER CEDEX 3","34172"
"34293","MONTPELLIER CEDEX","34172"
"34293","MONTPELLIER CEDEX 5","34172"
"34294","MONTPELLIER CEDEX 5","34172"
"34295","MONTPELLIER CEDEX 5","34172"
"34296","MONTPELLIER CEDEX 5","34172"
"34298","MONTPELLIER CEDEX 5","34172"
"34301","AGDE CEDEX","34003"
"34302","AGDE CEDEX","34003"
"34303","AGDE CEDEX","34003"
"34304","AGDE CEDEX","34003"
"34305","AGDE CEDEX","34003"
"34306","AGDE CEDEX","34003"
"34307","AGDE CEDEX","34003"
"34308","AGDE CEDEX","34003"
"34309","AGDE CEDEX","34003"
"34313","BEZIERS CEDEX","34032"
"34321","BEZIERS CEDEX","34032"
"34340","MARSEILLAN","34150"
"34394","MONTPELLIER CEDEX 5","34172"
"34395","MONTPELLIER CEDEX 5","34172"
"34397","MONTPELLIER CEDEX 5","34169"
"34397","MONTPELLIER CEDEX 5","34172"
"34398","MONTPELLIER CEDEX 5","34172"
"34400","LUNEL VIEL","34146"
"34401","LUNEL CEDEX","34145"
"34401","LUNEL CEDEX","34340"
"34402","LUNEL CEDEX","34003"
"34402","LUNEL CEDEX","34145"
"34402","LUNEL CEDEX","34272"
"34403","LUNEL CEDEX","34145"
"34403","LUNEL CEDEX","34146"
"34403","LUNEL CEDEX","34151"
"34431","ST JEAN DE VEDAS CEDEX","34270"
"34432","ST JEAN DE VEDAS CEDEX","34270"
"34433","ST JEAN DE VEDAS CEDEX","34095"
"34433","ST JEAN DE VEDAS CEDEX","34123"
"34433","ST JEAN DE VEDAS CEDEX","34259"
"34433","ST JEAN DE VEDAS CEDEX","34270"
"34434","ST JEAN DE VEDAS CEDEX","34134"
"34434","ST JEAN DE VEDAS CEDEX","34270"
"34435","ST JEAN DE VEDAS CEDEX","34270"
"34438","ST JEAN DE VEDAS CEDEX","34270"
"34471","PEROLS CEDEX","34198"
"34472","PEROLS CEDEX","34198"
"34473","PEROLS CEDEX","34198"
"34474","PEROLS CEDEX","34198"
"34475","PEROLS CEDEX","34198"
"34476","PEROLS CEDEX","34198"
"34477","PEROLS CEDEX","34198"
"34500","BEZIERS","34032"
"34501","BEZIERS CEDEX","34032"
"34502","BEZIERS CEDEX","34032"
"34503","BEZIERS CEDEX","34032"
"34504","BEZIERS CEDEX","34032"
"34505","BEZIERS CEDEX","34032"
"34506","BEZIERS CEDEX","34032"
"34506","BEZIERS CEDEX","34329"
"34508","BEZIERS CEDEX","34032"
"34513","BEZIERS CEDEX","34032"
"34514","BEZIERS CEDEX","34032"
"34515","BEZIERS CEDEX","34032"
"34516","BEZIERS CEDEX","34032"
"34521","BEZIERS CEDEX","34032"
"34525","BEZIERS CEDEX","34032"
"34526","BEZIERS CEDEX","34032"
"34529","BEZIERS CEDEX","34032"
"34535","BEZIERS CEDEX","34032"
"34535","BEZIERS CEDEX","34172"
"34536","BEZIERS CEDEX","34032"
"34536","BEZIERS CEDEX","34336"
"34537","BEZIERS CEDEX","34032"
"34543","BEZIERS CEDEX","34032"
"34544","BEZIERS CEDEX","34032"
"34545","BEZIERS CEDEX","34032"
"34555","BEZIERS CEDEX","34032"
"34671","VENDARGUES CEDEX","34022"
"34701","LODEVE CEDEX","34036"
"34701","LODEVE CEDEX","34142"
"34702","LODEVE CEDEX","34132"
"34702","LODEVE CEDEX","34142"
"34730","PRADES LE LEZ","34217"
"34741","VENDARGUES CEDEX","34022"
"34741","VENDARGUES CEDEX","34058"
"34741","VENDARGUES CEDEX","34327"
"34742","VENDARGUES CEDEX","34327"
"34747","VENDARGUES CEDEX","34327"
"34748","VENDARGUES CEDEX","34022"
"34748","VENDARGUES CEDEX","34058"
"34748","VENDARGUES CEDEX","34327"
"34751","VILLENEUVE MAGUELONE CEDEX","34337"
"34753","VILLENEUVE MAGUELONE CEDEX","34337"
"34871","LATTES CEDEX","34129"
"34871","LATTES CEDEX","34198"
"34872","LATTES CEDEX","34129"
"34873","LATTES CEDEX","34154"
"34873","LATTES CEDEX","34192"
"34874","LATTES CEDEX","34129"
"34875","LATTES CEDEX","34129"
"34933","MONTPELLIER CEDEX 9","34172"
"34934","MONTPELLIER CEDEX 9","34172"
"34935","MONTPELLIER CEDEX 9","34172"
"34937","MONTPELLIER CEDEX 9","34172"
"34938","MONTPELLIER CEDEX 9","34172"
"34940","MONTPELLIER CEDEX 9","34172"
"34943","MONTPELLIER CEDEX 9","34172"
"34944","MONTPELLIER CEDEX 9","34172"
"34953","MONTPELLIER CEDEX 2","34172"
"34954","MONTPELLIER CEDEX 2","34172"
"34960","MONTPELLIER CEDEX 2","34172"
"34961","MONTPELLIER CEDEX 2","34172"
"34965","MONTPELLIER CEDEX 2","34172"
"34965","MONTPELLIER CEDEX 2","34336"
"34966","MONTPELLIER CEDEX 2","34172"
"34967","MONTPELLIER CEDEX 2","34172"
"34971","LATTES CEDEX","34129"
"34972","LATTES CEDEX","34129"
"34973","LATTES CEDEX","34129"
"34976","LATTES CEDEX","34129"
"34977","LATTES CEDEX","34129"
"34978","LATTES CEDEX","34129"
"34979","LATTES CEDEX","34129"
"34981","ST GELY DU FESC CEDEX","34172"
"34981","ST GELY DU FESC CEDEX","34255"
"34983","ST GELY DU FESC CEDEX","34255"
"34984","ST GELY DU FESC CEDEX","34247"
"34985","ST GELY DU FESC CEDEX","34255"
"34985","ST GELY DU FESC CEDEX","34276"
"34987","ST GELY DU FESC CEDEX","34116"
"35000","RENNES","35238"
"35002","RENNES CEDEX","35238"
"35003","RENNES CEDEX","35238"
"35004","RENNES CEDEX","35238"
"35005","RENNES CEDEX","35238"
"35005","RENNES CEDEX","35281"
"35006","RENNES CEDEX","35238"
"35007","RENNES CEDEX","35238"
"35008","RENNES CEDEX","35238"
"35009","RENNES CEDEX","35238"
"35010","RENNES CEDEX","35238"
"35011","RENNES CEDEX","35238"
"35012","RENNES CEDEX","35238"
"35012","RENNES CEDEX","35288"
"35013","RENNES CEDEX","35238"
"35014","RENNES CEDEX 7","35238"
"35015","RENNES CEDEX 2","35238"
"35016","RENNES CEDEX","35238"
"35018","RENNES CEDEX 7","35238"
"35019","RENNES CEDEX 7","35238"
"35020","RENNES CEDEX 9","35238"
"35021","RENNES CEDEX 9","35238"
"35022","RENNES CEDEX 2","35238"
"35024","RENNES CEDEX 9","35238"
"35025","RENNES CEDEX","35238"
"35026","RENNES CEDEX 9","35238"
"35027","RENNES CEDEX 9","35047"
"35027","RENNES CEDEX 9","35238"
"35028","RENNES CEDEX 9","35238"
"35029","RENNES CEDEX","35238"
"35030","RENNES CEDEX 9","35238"
"35031","RENNES CEDEX","35238"
"35032","RENNES CEDEX","35238"
"35032","RENNES CEDEX","35263"
"35032","RENNES CEDEX","35281"
"35033","RENNES CEDEX 9","35238"
"35034","RENNES CEDEX 9","35238"
"35035","RENNES CEDEX 9","35238"
"35036","RENNES CEDEX 3","35238"
"35037","RENNES CEDEX","35238"
"35038","RENNES CEDEX","35238"
"35038","RENNES CEDEX","35353"
"35039","RENNES CEDEX","35238"
"35040","RENNES CEDEX","35238"
"35040","RENNES CEDEX","35281"
"35041","RENNES CEDEX 2","35238"
"35042","RENNES CEDEX","35238"
"35043","RENNES CEDEX","35238"
"35044","RENNES CEDEX","35238"
"35045","RENNES CEDEX 9","35238"
"35047","RENNES CEDEX 9","35238"
"35048","RENNES CEDEX 2","35238"
"35050","RENNES CEDEX 9","35238"
"35051","RENNES CEDEX 9","35238"
"35052","RENNES CEDEX 9","35238"
"35053","RENNES CEDEX 9","35238"
"35055","RENNES CEDEX 9","35238"
"35056","RENNES CEDEX 2","35238"
"35056","RENNES CEDEX 2","35281"
"35059","RENNES CEDEX","35238"
"35060","RENNES CEDEX","35238"
"35061","RENNES CEDEX","35238"
"35062","RENNES CEDEX","35238"
"35063","RENNES CEDEX","35238"
"35064","RENNES CEDEX","35238"
"35065","RENNES CEDEX","22251"
"35065","RENNES CEDEX","35238"
"35066","RENNES CEDEX","35238"
"35067","RENNES CEDEX","35238"
"35069","RENNES CEDEX","35238"
"35074","RENNES CEDEX 2","35238"
"35075","RENNES CEDEX","35238"
"35077","RENNES CEDEX","35238"
"35079","RENNES CEDEX 7","35238"
"35081","RENNES CEDEX 9","35238"
"35083","RENNES CEDEX","35238"
"35088","RENNES CEDEX 9","35238"
"35091","RENNES CEDEX 9","35047"
"35091","RENNES CEDEX 9","35066"
"35091","RENNES CEDEX 9","35238"
"35091","RENNES CEDEX 9","35281"
"35092","RENNES CEDEX 9","35281"
"35101","RENNES CEDEX 3","35238"
"35102","RENNES CEDEX 3","35238"
"35103","RENNES CEDEX 3","35238"
"35104","RENNES CEDEX 3","35238"
"35105","RENNES CEDEX 3","35238"
"35106","RENNES CEDEX 3","35238"
"35108","RENNES CEDEX 3","35238"
"35133","JAVENE","35137"
"35133","LANDEAN","35142"
"35161","MONTFORT SUR MEU CEDEX","35133"
"35162","MONTFORT SUR MEU CEDEX","35040"
"35162","MONTFORT SUR MEU CEDEX","35188"
"35162","MONTFORT SUR MEU CEDEX","35227"
"35162","MONTFORT SUR MEU CEDEX","35331"
"35164","MONTFORT SUR MEU CEDEX","35023"
"35164","MONTFORT SUR MEU CEDEX","35188"
"35164","MONTFORT SUR MEU CEDEX","35227"
"35171","BRUZ CEDEX","35047"
"35172","BRUZ CEDEX","35047"
"35174","BRUZ CEDEX","35047"
"35176","CHARTRES DE BRETAGNE CEDEX","35066"
"35177","CHARTRES DE BRETAGNE CEDEX","35066"
"35201","RENNES CEDEX 2","35238"
"35202","RENNES CEDEX 2","35238"
"35203","RENNES CEDEX 2","35238"
"35204","RENNES CEDEX 2","35238"
"35205","RENNES CEDEX 2","35238"
"35205","RENNES CEDEX 2","35281"
"35207","RENNES CEDEX 2","35238"
"35207","RENNES CEDEX 2","35281"
"35208","RENNES CEDEX 2","35238"
"35208","RENNES CEDEX 2","35281"
"35221","CHATEAUBOURG CEDEX","35068"
"35236","CESSON SEVIGNE CEDEX","35051"
"35236","CESSON SEVIGNE CEDEX","35334"
"35301","FOUGERES CEDEX","35062"
"35301","FOUGERES CEDEX","35086"
"35301","FOUGERES CEDEX","35115"
"35302","FOUGERES CEDEX","35062"
"35302","FOUGERES CEDEX","35115"
"35302","FOUGERES CEDEX","35137"
"35302","FOUGERES CEDEX","35150"
"35302","FOUGERES CEDEX","35324"
"35303","FOUGERES CEDEX","35115"
"35304","FOUGERES CEDEX","35115"
"35304","FOUGERES CEDEX","35324"
"35305","FOUGERES CEDEX","35115"
"35305","FOUGERES CEDEX","35150"
"35306","FOUGERES CEDEX","35115"
"35306","FOUGERES CEDEX","35137"
"35306","FOUGERES CEDEX","35324"
"35341","LIFFRE CEDEX","35152"
"35342","LIFFRE CEDEX","35152"
"35400","ST MALO","35288"
"35401","ST MALO CEDEX","35288"
"35402","ST MALO CEDEX","35288"
"35403","ST MALO CEDEX","35288"
"35404","ST MALO CEDEX","35288"
"35405","ST MALO CEDEX","35288"
"35406","ST MALO CEDEX","35288"
"35407","ST MALO CEDEX","35288"
"35408","ST MALO CEDEX","35288"
"35409","ST MALO CEDEX","35288"
"35411","ST MALO CEDEX","35288"
"35412","ST MALO CEDEX","35288"
"35413","ST MALO CEDEX","35288"
"35416","ST MALO CEDEX","35288"
"35417","ST MALO CEDEX","35288"
"35418","ST MALO CEDEX","35288"
"35435","ST MALO CEDEX","35288"
"35500","CORNILLE","35087"
"35501","VITRE CEDEX","35229"
"35501","VITRE CEDEX","35360"
"35502","VITRE CEDEX","35360"
"35503","VITRE CEDEX","35360"
"35504","VITRE CEDEX","35360"
"35505","VITRE CEDEX","35360"
"35506","VITRE CEDEX","35360"
"35507","VITRE CEDEX","35360"
"35511","CESSON SEVIGNE CEDEX","35051"
"35512","CESSON SEVIGNE CEDEX","35051"
"35513","CESSON SEVIGNE CEDEX","35051"
"35514","CESSON SEVIGNE CEDEX","35051"
"35515","CESSON SEVIGNE CEDEX","35051"
"35517","CESSON SEVIGNE CEDEX","35051"
"35518","CESSON SEVIGNE CEDEX","35051"
"35521","ST GREGOIRE CEDEX","35177"
"35522","ST GREGOIRE CEDEX","35177"
"35522","ST GREGOIRE CEDEX","35193"
"35531","NOYAL SUR VILAINE CEDEX","35207"
"35532","NOYAL SUR VILAINE CEDEX","35039"
"35532","NOYAL SUR VILAINE CEDEX","35207"
"35533","NOYAL SUR VILAINE CEDEX","35207"
"35538","NOYAL SUR VILAINE CEDEX","35001"
"35538","NOYAL SUR VILAINE CEDEX","35039"
"35538","NOYAL SUR VILAINE CEDEX","35068"
"35538","NOYAL SUR VILAINE CEDEX","35069"
"35538","NOYAL SUR VILAINE CEDEX","35207"
"35538","NOYAL SUR VILAINE CEDEX","35327"
"35571","CHANTEPIE CEDEX","35055"
"35572","CHANTEPIE CEDEX","35055"
"35573","CHANTEPIE CEDEX","35055"
"35574","CHANTEPIE CEDEX","35055"
"35576","CESSON SEVIGNE CEDEX","35051"
"35577","CESSON SEVIGNE CEDEX","35051"
"35600","REDON","35236"
"35601","REDON CEDEX","35236"
"35602","REDON CEDEX","35236"
"35603","REDON CEDEX","35013"
"35603","REDON CEDEX","35236"
"35603","REDON CEDEX","35294"
"35603","REDON CEDEX","44185"
"35605","REDON CEDEX","35236"
"35606","REDON CEDEX","35236"
"35651","LE RHEU CEDEX","35240"
"35652","LE RHEU CEDEX","35240"
"35653","LE RHEU CEDEX","35240"
"35700","RENNES","35238"
"35701","RENNES CEDEX 7","35238"
"35702","RENNES CEDEX 7","35238"
"35703","RENNES CEDEX 7","35238"
"35704","RENNES CEDEX 7","35238"
"35705","RENNES CEDEX 7","35238"
"35706","RENNES CEDEX 7","35238"
"35708","RENNES CEDEX 7","35238"
"35711","RENNES CEDEX 7","35238"
"35741","PACE CEDEX","35210"
"35742","PACE CEDEX","35210"
"35743","PACE CEDEX","35210"
"35746","VEZIN LE COQUET CEDEX","35353"
"35760","MONTGERMONT","35189"
"35761","ST GREGOIRE CEDEX","35278"
"35762","ST GREGOIRE CEDEX","35278"
"35763","ST GREGOIRE CEDEX","35278"
"35766","ST GREGOIRE CEDEX","35024"
"35766","ST GREGOIRE CEDEX","35173"
"35766","ST GREGOIRE CEDEX","35189"
"35766","ST GREGOIRE CEDEX","35278"
"35767","ST GREGOIRE CEDEX","35278"
"35768","ST GREGOIRE CEDEX","35059"
"35768","ST GREGOIRE CEDEX","35120"
"35768","ST GREGOIRE CEDEX","35173"
"35768","ST GREGOIRE CEDEX","35177"
"35768","ST GREGOIRE CEDEX","35189"
"35768","ST GREGOIRE CEDEX","35278"
"35769","ST GREGOIRE CEDEX","35278"
"35771","VERN SUR SEICHE CEDEX","35352"
"35772","VERN SUR SEICHE CEDEX","35352"
"35801","DINARD CEDEX","35093"
"35801","DINARD CEDEX","35238"
"35801","DINARD CEDEX","35241"
"35802","DINARD CEDEX","35093"
"35802","DINARD CEDEX","35256"
"35802","DINARD CEDEX","35287"
"35803","DINARD CEDEX","35093"
"35803","DINARD CEDEX","35287"
"35803","DINARD CEDEX","35288"
"35831","BETTON CEDEX","35024"
"35909","RENNES CEDEX 9","35281"
"35913","RENNES CEDEX 9","35051"
"35920","RENNES CEDEX","35238"
"35920","RENNES CEDEX","35353"
"35921","RENNES CEDEX","35238"
"35921","RENNES CEDEX","35353"
"35998","RENNES CEDEX 9","35238"
"36001","CHATEAUROUX CEDEX","36044"
"36001","CHATEAUROUX CEDEX","36159"
"36002","CHATEAUROUX CEDEX","36044"
"36002","CHATEAUROUX CEDEX","36063"
"36002","CHATEAUROUX CEDEX","36159"
"36003","CHATEAUROUX CEDEX","36044"
"36004","CHATEAUROUX CEDEX","36044"
"36004","CHATEAUROUX CEDEX","36159"
"36005","CHATEAUROUX CEDEX","36044"
"36006","CHATEAUROUX CEDEX","36044"
"36006","CHATEAUROUX CEDEX","36159"
"36006","CHATEAUROUX CEDEX","36202"
"36007","CHATEAUROUX CEDEX","36044"
"36008","CHATEAUROUX CEDEX","36044"
"36012","CHATEAUROUX CEDEX","36044"
"36014","CHATEAUROUX CEDEX","36044"
"36015","CHATEAUROUX CEDEX","36044"
"36016","CHATEAUROUX CEDEX","36044"
"36018","CHATEAUROUX CEDEX","36044"
"36018","CHATEAUROUX CEDEX","36063"
"36019","CHATEAUROUX CEDEX","36044"
"36020","CHATEAUROUX CEDEX","36044"
"36021","CHATEAUROUX CEDEX","36044"
"36022","CHATEAUROUX CEDEX","36044"
"36024","CHATEAUROUX CEDEX","36044"
"36025","CHATEAUROUX CEDEX","36044"
"36026","CHATEAUROUX CEDEX","36044"
"36028","CHATEAUROUX CEDEX","36044"
"36101","ISSOUDUN CEDEX","36088"
"36102","ISSOUDUN CEDEX","36088"
"36103","ISSOUDUN CEDEX","36088"
"36104","ISSOUDUN CEDEX","36088"
"36105","ISSOUDUN CEDEX","36052"
"36105","ISSOUDUN CEDEX","36088"
"36105","ISSOUDUN CEDEX","36098"
"36107","ISSOUDUN CEDEX","36088"
"36131","DEOLS CEDEX","36063"
"36255","ST MAUR CEDEX","36202"
"36301","LE BLANC CEDEX","36018"
"36501","BUZANCAIS CEDEX","36031"
"37000","TOURS","37261"
"37001","TOURS CEDEX 1","37261"
"37002","TOURS CEDEX 1","37261"
"37004","TOURS CEDEX 1","37226"
"37004","TOURS CEDEX 1","37261"
"37004","TOURS CEDEX 1","41220"
"37005","TOURS CEDEX 1","37261"
"37006","TOURS CEDEX 1","37261"
"37008","TOURS CEDEX 1","37261"
"37009","TOURS CEDEX 1","37261"
"37010","TOURS CEDEX 1","37261"
"37011","TOURS CEDEX 1","37261"
"37012","TOURS CEDEX 1","37261"
"37013","TOURS CEDEX 1","37261"
"37014","TOURS CEDEX 1","37261"
"37015","TOURS CEDEX 1","37261"
"37016","TOURS CEDEX 1","37214"
"37016","TOURS CEDEX 1","37261"
"37017","TOURS CEDEX 1","37261"
"37018","TOURS CEDEX 1","37261"
"37019","TOURS CEDEX 1","37261"
"37020","TOURS CEDEX 1","37261"
"37021","TOURS CEDEX 1","37261"
"37022","TOURS CEDEX 1","37261"
"37023","TOURS CEDEX 01","37261"
"37023","TOURS CEDEX 1","37261"
"37024","TOURS CEDEX 1","37261"
"37025","TOURS CEDEX 1","37261"
"37025","TOURS CEDEX","37261"
"37026","TOURS CEDEX 1","37261"
"37027","TOURS CEDEX 1","37261"
"37028","TOURS CEDEX 1","37261"
"37029","TOURS CEDEX 1","37261"
"37032","TOURS CEDEX 1","37261"
"37033","TOURS CEDEX 1","37261"
"37034","TOURS CEDEX 1","37261"
"37035","TOURS CEDEX 9","37261"
"37038","TOURS CEDEX 1","37261"
"37041","TOURS CEDEX 1","37261"
"37042","TOURS CEDEX 1","37261"
"37043","TOURS CEDEX 1","37261"
"37044","TOURS CEDEX 9","37050"
"37044","TOURS CEDEX 9","37208"
"37044","TOURS CEDEX 9","37261"
"37048","TOURS CEDEX 1","37261"
"37058","TOURS CEDEX 1","37261"
"37059","TOURS CEDEX 1","37261"
"37060","TOURS CEDEX 9","37261"
"37071","TOURS CEDEX 2","37261"
"37072","TOURS CEDEX 2","37261"
"37073","TOURS CEDEX 2","37261"
"37074","TOURS CEDEX 2","37172"
"37074","TOURS CEDEX 2","37261"
"37075","TOURS CEDEX 2","37261"
"37079","TOURS CEDEX 2","37261"
"37081","TOURS CEDEX 2","37261"
"37082","TOURS CEDEX 2","37261"
"37095","TOURS CEDEX 2","37261"
"37097","TOURS CEDEX 2","37261"
"37100","TOURS","37261"
"37171","CHAMBRAY LES TOURS CEDEX","37050"
"37171","CHAMBRAY LES TOURS CEDEX","37208"
"37172","CHAMBRAY LES TOURS CEDEX","37050"
"37173","CHAMBRAY LES TOURS CEDEX","37050"
"37174","CHAMBRAY LES TOURS CEDEX","37050"
"37175","CHAMBRAY LES TOURS CEDEX","37050"
"37176","CHAMBRAY LES TOURS CEDEX","37050"
"37204","TOURS CEDEX 3","37261"
"37205","TOURS CEDEX 3","37261"
"37206","TOURS CEDEX 3","37195"
"37206","TOURS CEDEX 3","37261"
"37210","PARCAY MESLAY","37179"
"37301","JOUE LES TOURS CEDEX","37122"
"37302","JOUE LES TOURS CEDEX","37122"
"37303","JOUE LES TOURS CEDEX","37122"
"37304","JOUE LES TOURS CEDEX","37122"
"37305","JOUE LES TOURS CEDEX","37122"
"37306","JOUE LES TOURS CEDEX","37122"
"37401","AMBOISE CEDEX","37003"
"37401","AMBOISE CEDEX","37060"
"37401","AMBOISE CEDEX","37163"
"37402","AMBOISE CEDEX","37003"
"37402","AMBOISE CEDEX","37163"
"37403","AMBOISE CEDEX","37003"
"37403","AMBOISE CEDEX","37163"
"37501","CHINON CEDEX","37072"
"37501","CHINON CEDEX","37144"
"37501","CHINON CEDEX","37202"
"37502","CHINON CEDEX","37072"
"37502","CHINON CEDEX","37210"
"37521","LA RICHE CEDEX","37195"
"37541","ST CYR SUR LOIRE CEDEX","37172"
"37541","ST CYR SUR LOIRE CEDEX","37214"
"37542","ST CYR SUR LOIRE CEDEX","37214"
"37550","ST AVERTIN","37208"
"37551","ST AVERTIN CEDEX","37208"
"37552","ST AVERTIN CEDEX","37208"
"37553","ST AVERTIN CEDEX","37208"
"37554","ST AVERTIN CEDEX","37208"
"37601","LOCHES CEDEX","37132"
"37602","LOCHES CEDEX","37132"
"37602","LOCHES CEDEX","37183"
"37701","ST PIERRE DES CORPS CEDEX","37233"
"37701","ST PIERRE DES CORPS CEDEX","37273"
"37702","ST PIERRE DES CORPS CEDEX","37233"
"37703","ST PIERRE DES CORPS CEDEX","37233"
"37705","ST PIERRE DES CORPS CEDEX","37233"
"37917","TOURS CEDEX 9","37261"
"37924","TOURS CEDEX 9","37261"
"37925","TOURS CEDEX 9","37261"
