CP,LIBELLE,INSEE
"92671","COURBEVOIE CEDEX","99137"
"92677","COURBEVOIE CEDEX","92026"
"92682","LEVALLOIS PERRET CEDEX","92044"
"92686","LEVALLOIS PERRET CEDEX","92044"
"92689","LEVALLOIS PERRET CEDEX","92044"
"92697","LEVALLOIS PERRET CEDEX","92044"
"92700","COLOMBES","92025"
"92701","COLOMBES CEDEX","92025"
"92702","COLOMBES CEDEX","92025"
"92703","COLOMBES CEDEX","92025"
"92704","COLOMBES CEDEX","92025"
"92705","COLOMBES CEDEX","92025"
"92706","COLOMBES CEDEX","92025"
"92707","COLOMBES CEDEX","92025"
"92708","COLOMBES CEDEX","92025"
"92709","COLOMBES CEDEX","92025"
"92711","COLOMBES CEDEX","92025"
"92714","COLOMBES CEDEX","92025"
"92715","COLOMBES CEDEX","92025"
"92722","NANTERRE CEDEX","92050"
"92723","NANTERRE CEDEX","92050"
"92727","NANTERRE CEDEX","92050"
"92728","NANTERRE CEDEX","92050"
"92729","NANTERRE CEDEX","92050"
"92730","NANTERRE CEDEX","92050"
"92731","NANTERRE CEDEX","92050"
"92733","NANTERRE CEDEX","92050"
"92735","NANTERRE CEDEX","92050"
"92737","NANTERRE CEDEX","92050"
"92739","NANTERRE CEDEX","92050"
"92741","NANTERRE CEDEX","92050"
"92743","NANTERRE CEDEX","92050"
"92744","NANTERRE CEDEX","92050"
"92745","NANTERRE CEDEX","99109"
"92747","NANTERRE CEDEX","92050"
"92748","NANTERRE CEDEX","92050"
"92752","NANTERRE CEDEX","92050"
"92756","NANTERRE CEDEX","92050"
"92761","ANTONY CEDEX","92002"
"92762","ANTONY CEDEX","92002"
"92763","ANTONY CEDEX","92002"
"92771","BOULOGNE BILLANCOURT CEDEX","92012"
"92772","BOULOGNE BILLANCOURT CEDEX","92012"
"92773","BOULOGNE BILLANCOURT CEDEX","92012"
"92774","BOULOGNE BILLANCOURT CEDEX","92012"
"92777","BOULOGNE BILLANCOURT CEDEX","92012"
"92781","ISSY LES MOULINEAUX CEDEX 9","92040"
"92782","ISSY LES MOULINEAUX CEDEX 9","92040"
"92784","ISSY LES MOULINEAUX CEDEX 9","92040"
"92785","ISSY LES MOULINEAUX CEDEX 9","92040"
"92787","ISSY LES MOULINEAUX CEDEX 9","92040"
"92789","ISSY LES MOULINEAUX CEDEX 9","92040"
"92792","ISSY LES MOULINEAUX CEDEX 9","92040"
"92793","ISSY LES MOULINEAUX CEDEX 9","92040"
"92798","ISSY LES MOULINEAUX CEDEX 9","92040"
"92800","PUTEAUX","92062"
"92801","PUTEAUX CEDEX","92062"
"92802","PUTEAUX CEDEX","92062"
"92803","PUTEAUX CEDEX","92062"
"92804","PUTEAUX CEDEX","92062"
"92805","PUTEAUX CEDEX","92062"
"92806","PUTEAUX CEDEX","92062"
"92807","PUTEAUX CEDEX","92062"
"92808","PUTEAUX CEDEX","92062"
"92809","PUTEAUX CEDEX","92062"
"92811","PUTEAUX CEDEX","92062"
"92813","PUTEAUX CEDEX","92062"
"92815","PUTEAUX CEDEX","92062"
"92816","PUTEAUX CEDEX","92062"
"92817","PUTEAUX CEDEX","92062"
"92818","PUTEAUX CEDEX","92062"
"92823","PUTEAUX CEDEX","92062"
"92842","RUEIL MALMAISON CEDEX","92063"
"92846","RUEIL MALMAISON CEDEX","92063"
"92851","RUEIL MALMAISON CEDEX","92063"
"92853","RUEIL MALMAISON CEDEX","92063"
"92854","RUEIL MALMAISON CEDEX","92063"
"92859","RUEIL MALMAISON CEDEX","92063"
"92861","ISSY LES MOULINEAUX CEDEX 9","92040"
"92862","ISSY LES MOULINEAUX CEDEX 9","92040"
"92863","ISSY LES MOULINEAUX CEDEX 9","92040"
"92865","ISSY LES MOULINEAUX CEDEX 9","92040"
"92866","ISSY LES MOULINEAUX CEDEX 9","92040"
"92867","ISSY LES MOULINEAUX CEDEX 9","92040"
"92901","PARIS LA DEFENSE CEDEX","92026"
"92902","PARIS LA DEFENSE CEDEX","92026"
"92906","PARIS LA DEFENSE CEDEX","92062"
"92907","PARIS LA DEFENSE CEDEX","92062"
"92908","PARIS LA DEFENSE CEDEX","92026"
"92909","PARIS LA DEFENSE CEDEX","92062"
"92910","PARIS LA DEFENSE CEDEX","92026"
"92911","PARIS LA DEFENSE CEDEX","92026"
"92911","PARIS LA DEFENSE CEDEX","92062"
"92912","PARIS LA DEFENSE CEDEX","92062"
"92913","PARIS LA DEFENSE CEDEX","92026"
"92914","PARIS LA DEFENSE CEDEX","92026"
"92914","PARIS LA DEFENSE CEDEX","92050"
"92914","PARIS LA DEFENSE CEDEX","92062"
"92915","PARIS LA DEFENSE CEDEX","92062"
"92916","PARIS LA DEFENSE CEDEX","92026"
"92917","PARIS LA DEFENSE CEDEX","92026"
"92919","PARIS LA DEFENSE CEDEX","92026"
"92919","PARIS LA DEFENSE CEDEX","92062"
"92920","PARIS LA DEFENSE CEDEX","92026"
"92923","PARIS LA DEFENSE CEDEX","92062"
"92925","PARIS LA DEFENSE CEDEX","92026"
"92927","PARIS LA DEFENSE CEDEX","92026"
"92927","PARIS LA DEFENSE CEDEX","99404"
"92928","PARIS LA DEFENSE CEDEX","92026"
"92929","PARIS LA DEFENSE CEDEX","92026"
"92930","PARIS LA DEFENSE CEDEX","92026"
"92931","PARIS LA DEFENSE CEDEX","92026"
"92931","PARIS LA DEFENSE CEDEX","92050"
"92932","PARIS LA DEFENSE CEDEX","92026"
"92932","PARIS LA DEFENSE CEDEX","92062"
"92933","PARIS LA DEFENSE CEDEX","92026"
"92933","PARIS LA DEFENSE CEDEX","92062"
"92934","PARIS LA DEFENSE CEDEX","92026"
"92935","PARIS LA DEFENSE CEDEX","92062"
"92936","PARIS LA DEFENSE CEDEX","92062"
"92937","PARIS LA DEFENSE CEDEX","92062"
"92939","PARIS LA DEFENSE CEDEX","92050"
"92939","PARIS LA DEFENSE CEDEX","92062"
"92971","PARIS LA DEFENSE CEDEX","92026"
"92972","PARIS LA DEFENSE CEDEX","92062"
"92973","PARIS LA DEFENSE CEDEX","92026"
"92974","PARIS LA DEFENSE CEDEX","92026"
"92974","PARIS LA DEFENSE CEDEX","92050"
"92974","PARIS LA DEFENSE CEDEX","92062"
"92975","PARIS LA DEFENSE CEDEX","92026"
"92975","PARIS LA DEFENSE CEDEX","92062"
"92977","PARIS LA DEFENSE CEDEX","92050"
"92977","PARIS LA DEFENSE CEDEX","92062"
"92979","PARIS LA DEFENSE CEDEX","92026"
"92980","PARIS LA DEFENSE CEDEX","75108"
"92980","PARIS LA DEFENSE CEDEX","92062"
"92981","PARIS LA DEFENSE CEDEX","92062"
"92982","PARIS LA DEFENSE CEDEX","92026"
"92982","PARIS LA DEFENSE CEDEX","92062"
"92983","PARIS LA DEFENSE CEDEX","92050"
"92984","PARIS LA DEFENSE CEDEX","92026"
"92985","PARIS LA DEFENSE CEDEX","92050"
"92985","PARIS LA DEFENSE CEDEX","92062"
"92986","PARIS LA DEFENSE CEDEX","92062"
"92987","PARIS LA DEFENSE CEDEX","92062"
"92988","PARIS LA DEFENSE CEDEX","92062"
"92999","PARIS LA DEFENSE CEDEX","92062"
"93000","BOBIGNY","93008"
"93001","BOBIGNY CEDEX","93008"
"93002","BOBIGNY CEDEX","93008"
"93003","BOBIGNY CEDEX","93008"
"93005","BOBIGNY CEDEX","93008"
"93006","BOBIGNY CEDEX","93008"
"93007","BOBIGNY CEDEX","93008"
"93008","BOBIGNY CEDEX","93008"
"93009","BOBIGNY CEDEX","93008"
"93012","BOBIGNY CEDEX","93008"
"93012","BOBIGNY CEDEX","93053"
"93012","BOBIGNY CEDEX","93055"
"93013","BOBIGNY CEDEX","93008"
"93016","BOBIGNY CEDEX","93008"
"93017","BOBIGNY CEDEX","93008"
"93022","BOBIGNY CEDEX","93008"
"93100","MONTREUIL","93048"
"93101","MONTREUIL CEDEX","93048"
"93102","MONTREUIL CEDEX","93048"
"93103","MONTREUIL CEDEX","93048"
"93104","MONTREUIL CEDEX","93048"
"93105","MONTREUIL CEDEX","93048"
"93106","MONTREUIL CEDEX","93048"
"93107","MONTREUIL CEDEX","93048"
"93108","MONTREUIL CEDEX","93048"
"93109","MONTREUIL CEDEX","93048"
"93110","ROSNY SOUS BOIS","93064"
"93111","ROSNY SOUS BOIS CEDEX","93064"
"93112","ROSNY SOUS BOIS CEDEX","93064"
"93113","ROSNY SOUS BOIS CEDEX","93064"
"93114","ROSNY SOUS BOIS CEDEX","93064"
"93115","ROSNY SOUS BOIS CEDEX","93064"
"93116","ROSNY SOUS BOIS CEDEX","93064"
"93117","ROSNY SOUS BOIS CEDEX","93064"
"93118","ROSNY SOUS BOIS CEDEX","93064"
"93121","LA COURNEUVE CEDEX","93027"
"93122","LA COURNEUVE CEDEX","93027"
"93123","LA COURNEUVE CEDEX","93027"
"93126","LA COURNEUVE CEDEX","93027"
"93127","LA COURNEUVE CEDEX","93027"
"93131","NOISY LE SEC CEDEX","93053"
"93132","NOISY LE SEC CEDEX","93053"
"93134","NOISY LE SEC CEDEX","93053"
"93135","NOISY LE SEC CEDEX","93053"
"93136","NOISY LE SEC CEDEX","93053"
"93140","BONDY","93010"
"93141","BONDY CEDEX","93010"
"93143","BONDY CEDEX","93010"
"93146","BONDY CEDEX","93010"
"93147","BONDY CEDEX","93010"
"93148","BONDY CEDEX","93010"
"93151","LE BLANC MESNIL CEDEX","93007"
"93152","LE BLANC MESNIL CEDEX","93007"
"93153","LE BLANC MESNIL CEDEX","93007"
"93154","LE BLANC MESNIL CEDEX","93007"
"93155","LE BLANC MESNIL CEDEX","93007"
"93156","LE BLANC MESNIL CEDEX","93007"
"93157","LE BLANC MESNIL CEDEX","93007"
"93161","NOISY LE GRAND CEDEX","93033"
"93161","NOISY LE GRAND CEDEX","93051"
"93162","NOISY LE GRAND CEDEX","93051"
"93163","NOISY LE GRAND CEDEX","93051"
"93164","NOISY LE GRAND CEDEX","93051"
"93165","NOISY LE GRAND CEDEX","93051"
"93166","NOISY LE GRAND CEDEX","93051"
"93167","NOISY LE GRAND CEDEX","93051"
"93168","NOISY LE GRAND CEDEX","93051"
"93169","NOISY LE GRAND CEDEX","93051"
"93171","BAGNOLET CEDEX","93006"
"93172","BAGNOLET CEDEX","93006"
"93174","BAGNOLET CEDEX","93006"
"93175","BAGNOLET CEDEX","93006"
"93176","BAGNOLET CEDEX","93006"
"93177","BAGNOLET CEDEX","93006"
"93181","MONTREUIL CEDEX","93048"
"93182","MONTREUIL CEDEX","93048"
"93186","MONTREUIL CEDEX","93048"
"93191","NOISY LE GRAND CEDEX","93051"
"93192","NOISY LE GRAND CEDEX","93051"
"93193","NOISY LE GRAND CEDEX","93051"
"93194","NOISY LE GRAND CEDEX","93051"
"93195","NOISY LE GRAND CEDEX","93051"
"93196","NOISY LE GRAND CEDEX","93051"
"93200","SAINT DENIS","93066"
"93200","ST DENIS","93066"
"93201","ST DENIS CEDEX","93066"
"93202","ST DENIS CEDEX","93066"
"93203","ST DENIS CEDEX","93066"
"93204","ST DENIS CEDEX","93066"
"93205","ST DENIS CEDEX","93066"
"93206","ST DENIS CEDEX","93066"
"93207","ST DENIS CEDEX","93066"
"93208","ST DENIS CEDEX","93066"
"93210","SAINT DENIS","93066"
"93210","ST DENIS","93066"
"93211","LA PLAINE ST DENIS CEDEX","93066"
"93212","LA PLAINE ST DENIS CEDEX","93066"
"93213","LA PLAINE ST DENIS CEDEX","93066"
"93214","LA PLAINE ST DENIS CEDEX","93066"
"93216","LA PLAINE ST DENIS CEDEX","93066"
"93217","LA PLAINE ST DENIS CEDEX","93066"
"93218","LA PLAINE ST DENIS CEDEX","93066"
"93221","GAGNY CEDEX","93032"
"93222","GAGNY CEDEX","93032"
"93231","ROMAINVILLE CEDEX","93063"
"93234","ROMAINVILLE CEDEX","93063"
"93240","STAINS","93072"
"93241","STAINS CEDEX","93072"
"93245","STAINS CEDEX","93072"
"93261","LES LILAS CEDEX","93045"
"93271","SEVRAN CEDEX","93071"
"93274","SEVRAN CEDEX","93071"
"93275","SEVRAN CEDEX","93071"
"93282","ST DENIS CEDEX","93066"
"93283","ST DENIS CEDEX","93066"
"93284","ST DENIS CEDEX","93066"
"93284","ST DENIS CEDEX","99132"
"93285","ST DENIS CEDEX","93066"
"93287","ST DENIS CEDEX","93066"
"93290","TREMBLAY EN FRANCE","93073"
"93294","TREMBLAY EN FRANCE CEDEX","93073"
"93297","TREMBLAY EN FRANCE CEDEX","93046"
"93297","TREMBLAY EN FRANCE CEDEX","93073"
"93297","TREMBLAY EN FRANCE CEDEX","93074"
"93297","TREMBLAY EN FRANCE CEDEX","99109"
"93301","AUBERVILLIERS CEDEX","93001"
"93302","AUBERVILLIERS CEDEX","93001"
"93303","AUBERVILLIERS CEDEX","93001"
"93304","AUBERVILLIERS CEDEX","93001"
"93305","AUBERVILLIERS CEDEX","93001"
"93306","AUBERVILLIERS CEDEX","93001"
"93307","AUBERVILLIERS CEDEX","77186"
"93307","AUBERVILLIERS CEDEX","93001"
"93308","AUBERVILLIERS CEDEX","93001"
"93311","LE PRE ST GERVAIS CEDEX","93061"
"93315","LE PRE ST GERVAIS CEDEX","93061"
"93321","AUBERVILLIERS CEDEX","93001"
"93323","AUBERVILLIERS CEDEX","93001"
"93324","AUBERVILLIERS CEDEX","93001"
"93325","AUBERVILLIERS CEDEX","93001"
"93327","AUBERVILLIERS CEDEX","93001"
"93330","NEUILLY SUR MARNE","93050"
"93331","NEUILLY SUR MARNE CEDEX","93050"
"93332","NEUILLY SUR MARNE CEDEX","93050"
"93337","NEUILLY SUR MARNE CEDEX","93050"
"93341","LE RAINCY CEDEX","93062"
"93348","LE RAINCY CEDEX","93062"
"93351","LE BOURGET CEDEX","93013"
"93352","LE BOURGET CEDEX","93013"
"93361","NEUILLY PLAISANCE CEDEX","93049"
"93362","NEUILLY PLAISANCE CEDEX","93049"
"93363","NEUILLY PLAISANCE CEDEX","93049"
"93364","NEUILLY PLAISANCE CEDEX","93049"
"93364","NEUILLY PLAISANCE CEDEX","93066"
"93381","PIERREFITTE SUR SEINE CEDEX","93059"
"93382","PIERREFITTE SUR SEINE CEDEX","93059"
"93400","ST OUEN","93070"
"93401","ST OUEN CEDEX","93070"
"93402","ST OUEN CEDEX","93070"
"93403","ST OUEN CEDEX","93070"
"93404","ST OUEN CEDEX","93070"
"93406","ST OUEN CEDEX","93070"
"93407","ST OUEN CEDEX","93070"
"93408","ST OUEN CEDEX","93070"
"93413","ST DENIS CEDEX","93066"
"93418","ST DENIS CEDEX","93066"
"93420","VILLEPINTE","93078"
"93421","VILLEPINTE CEDEX","93078"
"93422","VILLEPINTE CEDEX","93078"
"93423","VILLEPINTE CEDEX","93078"
"93424","VILLEPINTE CEDEX","93078"
"93430","VILLETANEUSE","93079"
"93431","VILLETANEUSE CEDEX","93079"
"93436","VILLETANEUSE CEDEX","93079"
"93441","DUGNY CEDEX","93030"
"93451","L ILE ST DENIS CEDEX","93039"
"93453","LA PLAINE ST DENIS CEDEX","93066"
"93454","LA PLAINE ST DENIS CEDEX","93066"
"93455","LA PLAINE ST DENIS CEDEX","93066"
"93456","LA PLAINE ST DENIS CEDEX","93066"
"93457","LA PLAINE ST DENIS CEDEX","93066"
"93458","LA PLAINE ST DENIS CEDEX","93066"
"93462","NOISY LE GRAND CEDEX","93051"
"93464","NOISY LE GRAND CEDEX","93051"
"93465","NOISY LE GRAND CEDEX","93051"
"93473","NEUILLY SUR MARNE CEDEX","93050"
"93481","ST OUEN CEDEX","93070"
"93482","ST OUEN CEDEX","93070"
"93489","ST OUEN CEDEX","93070"
"93500","PANTIN","93055"
"93501","PANTIN CEDEX","93055"
"93502","PANTIN CEDEX","93055"
"93503","PANTIN CEDEX","93055"
"93505","PANTIN CEDEX","93055"
"93506","PANTIN CEDEX","93055"
"93507","PANTIN CEDEX","93055"
"93508","PANTIN CEDEX","93055"
"93511","MONTREUIL CEDEX","93048"
"93512","MONTREUIL CEDEX","93048"
"93513","MONTREUIL CEDEX","93048"
"93514","MONTREUIL CEDEX","93048"
"93515","MONTREUIL CEDEX","93048"
"93516","MONTREUIL CEDEX","93048"
"93521","ST DENIS CEDEX","93066"
"93522","ST DENIS CEDEX","93066"
"93523","ST DENIS CEDEX","93066"
"93526","ST DENIS CEDEX","93066"
"93527","ST DENIS CEDEX","93066"
"93528","ST DENIS CEDEX","93066"
"93531","AUBERVILLIERS CEDEX","93001"
"93532","AUBERVILLIERS CEDEX","93001"
"93533","AUBERVILLIERS CEDEX","93001"
"93534","LA PLAINE ST DENIS CEDEX","93001"
"93536","AUBERVILLIERS CEDEX","93001"
"93536","LA PLAINE ST DENIS CEDEX","93001"
"93537","AUBERVILLIERS CEDEX","93001"
"93541","BAGNOLET CEDEX","93006"
"93547","BAGNOLET CEDEX","93006"
"93555","MONTREUIL CEDEX","93048"
"93556","MONTREUIL CEDEX","93048"
"93558","MONTREUIL CEDEX","93048"
"93561","ROSNY SOUS BOIS CEDEX","93064"
"93561","ROSNY SOUS BOIS CEDEX","99109"
"93562","ROSNY SOUS BOIS CEDEX","93064"
"93571","LA PLAINE ST DENIS CEDEX","93066"
"93574","LA PLAINE ST DENIS CEDEX","93066"
"93578","LA PLAINE ST DENIS CEDEX","93066"
"93581","ST OUEN CEDEX","93070"
"93582","ST OUEN CEDEX","93070"
"93583","ST OUEN CEDEX","93070"
"93584","ST OUEN CEDEX","93070"
"93585","ST OUEN CEDEX","93070"
"93586","ST OUEN CEDEX","93070"
"93587","ST OUEN CEDEX","93070"
"93588","ST OUEN CEDEX","93070"
"93589","ST OUEN CEDEX","93070"
"93591","LE BLANC MESNIL CEDEX","93007"
"93601","AULNAY SOUS BOIS CEDEX","93005"
"93602","AULNAY SOUS BOIS CEDEX","93005"
"93602","AULNAY SOUS BOIS CEDEX","93078"
"93603","AULNAY SOUS BOIS CEDEX","93005"
"93604","AULNAY SOUS BOIS CEDEX","93005"
"93605","AULNAY SOUS BOIS CEDEX","84035"
"93605","AULNAY SOUS BOIS CEDEX","93005"
"93606","AULNAY SOUS BOIS CEDEX","93005"
"93608","AULNAY SOUS BOIS CEDEX","93005"
"93611","AULNAY SOUS BOIS CEDEX","93005"
"93612","AULNAY SOUS BOIS CEDEX","93005"
"93613","AULNAY SOUS BOIS CEDEX","93005"
"93614","AULNAY SOUS BOIS CEDEX","93005"
"93615","AULNAY SOUS BOIS CEDEX","93005"
"93616","AULNAY SOUS BOIS CEDEX","93005"
"93617","AULNAY SOUS BOIS CEDEX","93005"
"93617","AULNAY SOUS BOIS CEDEX","93007"
"93618","AULNAY SOUS BOIS CEDEX","93005"
"93619","AULNAY SOUS BOIS CEDEX","93005"
"93621","AULNAY SOUS BOIS CEDEX","93005"
"93622","AULNAY SOUS BOIS CEDEX","93005"
"93623","AULNAY SOUS BOIS CEDEX","93005"
"93631","LA PLAINE ST DENIS CEDEX","93066"
"93633","LA PLAINE ST DENIS CEDEX","93066"
"93634","LA PLAINE ST DENIS CEDEX","93066"
"93691","PANTIN CEDEX","93055"
"93692","PANTIN CEDEX","93055"
"93693","PANTIN CEDEX","93055"
"93694","PANTIN CEDEX","93055"
"93695","PANTIN CEDEX","93055"
"93696","PANTIN CEDEX","93055"
"93697","PANTIN CEDEX","93055"
"93698","PANTIN CEDEX","93055"
"93699","PANTIN CEDEX","93055"
"93701","DRANCY CEDEX","93029"
"93705","DRANCY CEDEX","93029"
"93711","DRANCY CEDEX","93029"
"93801","EPINAY SUR SEINE CEDEX","93031"
"93802","EPINAY SUR SEINE CEDEX","93031"
"93806","EPINAY SUR SEINE CEDEX","93031"
"93807","EPINAY SUR SEINE CEDEX","93031"
"93812","BOBIGNY CEDEX 9","93066"
"93881","NOISY LE GRAND CEDEX","93051"
"93885","NOISY LE GRAND CEDEX","93051"
"93891","LIVRY GARGAN CEDEX","93046"
"93901","BOBIGNY CEDEX 9","93051"
"94000","CRETEIL","94028"
"94001","CRETEIL CEDEX","94028"
"94002","CRETEIL CEDEX","94028"
"94003","CRETEIL CEDEX","94028"
"94004","CRETEIL CEDEX","94028"
"94005","CRETEIL CEDEX","94028"
"94006","CRETEIL CEDEX","94028"
"94007","CRETEIL CEDEX","94028"
"94008","CRETEIL CEDEX","94028"
"94009","CRETEIL CEDEX","94028"
"94010","CRETEIL CEDEX","94028"
"94011","CRETEIL CEDEX","94028"
"94012","CRETEIL CEDEX","94028"
"94013","CRETEIL CEDEX","94028"
"94014","CRETEIL CEDEX","94028"
"94015","CRETEIL CEDEX","94028"
"94016","CRETEIL CEDEX","94028"
"94017","CRETEIL CEDEX","94028"
"94018","CRETEIL CEDEX","94028"
"94019","CRETEIL CEDEX","94028"
"94020","CRETEIL CEDEX","94028"
"94021","CRETEIL CEDEX","94028"
"94022","CRETEIL CEDEX","94028"
"94025","CRETEIL CEDEX","94028"
"94027","CRETEIL CEDEX","94028"
"94031","CRETEIL CEDEX","94028"
"94033","CRETEIL CEDEX","94028"
"94034","CRETEIL CEDEX","94028"
"94035","CRETEIL CEDEX","94028"
"94036","CRETEIL CEDEX","94028"
"94037","CRETEIL CEDEX","94028"
"94042","CRETEIL CEDEX","94028"
"94043","CRETEIL CEDEX","94028"
"94044","CRETEIL CEDEX","94028"
"94045","CRETEIL CEDEX","94028"
"94046","CRETEIL CEDEX","94028"
"94048","CRETEIL CEDEX","94028"
"94049","CRETEIL CEDEX","94028"
"94051","CRETEIL CEDEX","94028"
"94100","ST MAUR DES FOSSES","94068"
"94101","ST MAUR DES FOSSES CEDEX","94068"
"94102","ST MAUR DES FOSSES CEDEX","94068"
"94103","ST MAUR DES FOSSES CEDEX","94068"
"94104","ST MAUR DES FOSSES CEDEX","94068"
"94106","ST MAUR DES FOSSES CEDEX","94068"
"94107","ST MAUR DES FOSSES CEDEX","94068"
"94111","ARCUEIL CEDEX","94003"
"94112","ARCUEIL CEDEX","94003"
"94113","ARCUEIL CEDEX","94003"
"94114","ARCUEIL CEDEX","94003"
"94115","ARCUEIL CEDEX","94003"
"94117","ARCUEIL CEDEX","94003"
"94118","ARCUEIL CEDEX","94003"
"94120","FONTENAY SOUS BOIS","94033"
"94121","FONTENAY SOUS BOIS CEDEX","94033"
"94122","FONTENAY SOUS BOIS CEDEX","94033"
"94123","FONTENAY SOUS BOIS CEDEX","94033"
"94124","FONTENAY SOUS BOIS CEDEX","94033"
"94125","FONTENAY SOUS BOIS CEDEX","94033"
"94126","FONTENAY SOUS BOIS CEDEX","94033"
"94127","FONTENAY SOUS BOIS CEDEX","94033"
"94129","FONTENAY SOUS BOIS CEDEX","94033"
"94131","FONTENAY SOUS BOIS CEDEX","94033"
"94132","FONTENAY SOUS BOIS CEDEX","94033"
"94134","FONTENAY SOUS BOIS CEDEX","94033"
"94135","FONTENAY SOUS BOIS CEDEX","94033"
"94136","FONTENAY SOUS BOIS CEDEX","94033"
"94137","FONTENAY SOUS BOIS CEDEX","94033"
"94138","FONTENAY SOUS BOIS CEDEX","94033"
"94141","ALFORTVILLE CEDEX","94002"
"94142","ALFORTVILLE CEDEX","94002"
"94143","ALFORTVILLE CEDEX","94002"
"94146","ALFORTVILLE CEDEX","94002"
"94150","RUNGIS","94021"
"94150","RUNGIS","94065"
"94150","RUNGIS","94073"
"94151","RUNGIS CEDEX 1","94065"
"94152","RUNGIS CEDEX 1","94021"
"94152","RUNGIS CEDEX 1","94065"
"94153","RUNGIS CEDEX 1","94021"
"94153","RUNGIS CEDEX 1","94054"
"94153","RUNGIS CEDEX 1","94065"
"94154","RUNGIS CEDEX 1","94021"
"94154","RUNGIS CEDEX 1","94065"
"94156","RUNGIS CEDEX 1","94065"
"94158","CHEVILLY LARUE CEDEX","94021"
"94159","RUNGIS CEDEX 1","94065"
"94160","ST MANDE","94067"
"94161","ST MANDE CEDEX","94067"
"94162","ST MANDE CEDEX","94067"
"94165","ST MANDE CEDEX","94067"
"94171","LE PERREUX SUR MARNE CEDEX","94058"
"94172","LE PERREUX SUR MARNE CEDEX","94058"
"94190","VILLENEUVE ST GEORGES","94078"
"94191","VILLENEUVE ST GEORGES CEDEX","94078"
"94192","VILLENEUVE ST GEORGES CEDEX","94078"
"94193","VILLENEUVE ST GEORGES CEDEX","94078"
"94194","VILLENEUVE ST GEORGES CEDEX","94078"
"94195","VILLENEUVE ST GEORGES CEDEX","94078"
"94200","IVRY SUR SEINE","94041"
"94201","IVRY SUR SEINE CEDEX","94041"
"94202","IVRY SUR SEINE CEDEX","94041"
"94203","IVRY SUR SEINE CEDEX","94041"
"94204","IVRY SUR SEINE CEDEX","94041"
"94205","IVRY SUR SEINE CEDEX","94041"
"94206","IVRY SUR SEINE CEDEX","94041"
"94207","IVRY SUR SEINE CEDEX","94041"
"94208","IVRY SUR SEINE CEDEX","94041"
"94210","ST MAUR DES FOSSES","94068"
"94211","LA VARENNE ST HILAIRE CEDEX","94068"
"94214","LA VARENNE ST HILAIRE CEDEX","94068"
"94221","CHARENTON LE PONT CEDEX","94018"
"94222","CHARENTON LE PONT CEDEX","94018"
"94222","CHARENTON LE PONT CEDEX","94069"
"94223","CHARENTON LE PONT CEDEX","94018"
"94223","CHARENTON LE PONT CEDEX","94069"
"94224","CHARENTON LE PONT CEDEX","94018"
"94225","CHARENTON LE PONT CEDEX","94018"
"94227","CHARENTON LE PONT CEDEX","94018"
"94228","CHARENTON LE PONT CEDEX","94018"
"94229","CHARENTON LE PONT CEDEX","94018"
"94229","CHARENTON LE PONT CEDEX","94069"
"94231","CACHAN CEDEX","94016"
"94232","CACHAN CEDEX","94016"
"94234","CACHAN CEDEX","94016"
"94235","CACHAN CEDEX","94016"
"94236","CACHAN CEDEX","94016"
"94237","CACHAN CEDEX","94016"
"94240","L HAY LES ROSES","94038"
"94241","L HAY LES ROSES CEDEX","94038"
"94242","L HAY LES ROSES CEDEX","94038"
"94246","L HAY LES ROSES CEDEX","94038"
"94247","L HAY LES ROSES CEDEX","94038"
"94249","L HAY LES ROSES CEDEX","94038"
"94251","GENTILLY CEDEX","94037"
"94252","GENTILLY CEDEX","94037"
"94253","GENTILLY CEDEX","94037"
"94254","GENTILLY CEDEX","94037"
"94255","GENTILLY CEDEX","94037"
"94256","GENTILLY CEDEX","94037"
"94257","GENTILLY CEDEX","94003"
"94257","GENTILLY CEDEX","94037"
"94258","GENTILLY CEDEX","94037"
"94261","FRESNES CEDEX","94021"
"94261","FRESNES CEDEX","94034"
"94262","FRESNES CEDEX","94034"
"94263","FRESNES CEDEX","94034"
"94266","FRESNES CEDEX","94034"
"94267","FRESNES CEDEX","94034"
"94268","FRESNES CEDEX","94034"
"94270","LE KREMLIN BICETRE","94043"
"94271","LE KREMLIN BICETRE CEDEX","94043"
"94272","LE KREMLIN BICETRE CEDEX","94043"
"94275","LE KREMLIN BICETRE CEDEX","94043"
"94276","LE KREMLIN BICETRE CEDEX","94043"
"94277","LE KREMLIN BICETRE CEDEX","94043"
"94278","LE KREMLIN BICETRE CEDEX","94043"
"94281","LE KREMLIN BICETRE CEDEX","94043"
"94300","VINCENNES","94080"
"94301","VINCENNES CEDEX","94080"
"94302","VINCENNES CEDEX","94080"
"94303","VINCENNES CEDEX","94080"
"94304","VINCENNES CEDEX","94080"
"94305","VINCENNES CEDEX","94080"
"94306","VINCENNES CEDEX","08409"
"94306","VINCENNES CEDEX","94080"
"94307","VINCENNES CEDEX","94080"
"94310","ORLY","94054"
"94311","ORLY CEDEX","94054"
"94321","THIAIS CEDEX","94073"
"94324","THIAIS CEDEX","94073"
"94341","JOINVILLE LE PONT CEDEX","94042"
"94344","JOINVILLE LE PONT CEDEX","94042"
"94345","JOINVILLE LE PONT CEDEX","94042"
"94350","VILLIERS SUR MARNE","94079"
"94351","THIAIS CEDEX","94073"
"94351","VILLIERS SUR MARNE CEDEX","94079"
